fecha;emisor;valor;valor_nominal_usd;precio_usd;numero_acciones;valor_efectivo_usd;procedencia
20/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;537;537.00;G
20/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;1371;1371.00;G
20/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;3000;3000.00;G
20/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.10;1000;2100.00;G
20/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.10;478;1003.80;G
21/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;502;1044.16;Q
21/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.85;4075;3463.75;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;0.95;10000;9500.00;Q
21/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;2410;4988.70;Q
21/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;2390;4947.30;Q
21/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;700;1456.00;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;981;981.00;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;0.95;9000;8550.00;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;3976;3976.00;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;12513;12513.00;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;27554;27554.00;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;4800;4800.00;Q
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;23342;23342.00;Q
21/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;3302;6835.14;Q
21/03/2023;HOLCIM ECUADOR S.A.;ACCIONES;3.00;53.00;37;1961.00;Q
21/03/2023;BOLSA DE VALORES DE GUAYAQUIL;ACCIONES;1.00;1.03;5000;5150.00;Q
21/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.00;11;660.00;Q
21/03/2023;BOLSA DE VALORES DE QUITO;ACCIONES;1.00;1.91;614;1172.74;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
21/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;5454;11344.32;G
21/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;10646;10646.00;G
21/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;4778;9890.46;G
22/03/2023;CONCLINA C A  CIA CONJU CLINICO NACIONAL;ACCIONES PREFERIDAS;1.00;1.05;884;928.20;Q
22/03/2023;CONCLINA C A  CIA CONJU CLINICO NACIONAL;ACCIONES PREFERIDAS;1.00;1.05;1001;1051.05;Q
22/03/2023;CONCLINA C A  CIA CONJU CLINICO NACIONAL;ACCIONES;1.00;1.05;10000;10500.00;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;1911;3955.77;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;515;1066.05;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;965;2007.20;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;1567;3259.36;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;3790;7883.20;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;9707;20190.56;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;293;609.44;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;33775;70252.00;Q
22/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.85;17387;14778.95;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.10;43;90.30;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;69;143.52;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;950;1976.00;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.10;100;210.00;Q
22/03/2023;BOLSA DE VALORES DE QUITO;ACCIONES;1.00;1.90;10000;19000.00;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;2385;4960.80;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;3150;6552.00;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;11363;23407.78;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;3637;7492.22;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;560;1159.20;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.10;229;480.90;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.10;472;991.20;Q
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;454;939.78;Q
22/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;10000;10000.00;G
22/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;20000;20000.00;G
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;5081;10416.05;G
22/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;20000;20000.00;G
22/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;20000;20000.00;G
22/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.10;150;315.00;G
23/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;24204;49618.20;Q
23/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.09;550;1149.50;Q
23/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.90;2163;1946.70;Q
23/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.90;1111;999.90;Q
23/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.90;3000;2700.00;Q
23/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.87;9136;7948.32;Q
23/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;180;370.80;Q
23/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;3020;6221.20;Q
23/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.85;17518;14890.30;Q
23/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;9546;19569.30;G
23/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.01;200;12002.00;G
23/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;10000;10000.00;G
23/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.94;1960;1842.40;G
24/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;8000;16560.00;Q
24/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;13874;28719.18;Q
24/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;4773;9784.65;Q
24/03/2023;BEVERAGE BRAND PATENTS SA;ACCIONES;1.00;50.00;603;30150.00;Q
24/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;61.00;25;1525.00;Q
24/03/2023;BEVERAGE BRAND PATENTS SA;ACCIONES;1.00;50.00;25;1250.00;Q
24/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.90;5469;4922.10;Q
24/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;2019;4159.14;Q
24/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.90;30000;27000.00;Q
24/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;62.00;304;18848.00;G
27/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;3976;3976.00;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;1081;2226.86;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;3727;7640.35;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.07;250;517.50;Q
27/03/2023;BEVERAGE BRAND PATENTS SA;ACCIONES;1.00;50.00;35;1750.00;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.16;558;1205.28;Q
27/03/2023;HOLCIM ECUADOR S.A.;ACCIONES;3.00;58.00;10;580.00;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;24213;49636.65;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;1450;2987.00;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;1085;2224.25;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;3606;7392.30;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;2;196.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;2;196.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;2;196.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;2;196.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;2;196.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;2;196.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;2;196.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;233;479.98;Q
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;232;477.92;Q
27/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;64.00;34;2176.00;G
27/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.08;1176;2446.08;G
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;G
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;G
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;G
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;G
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;G
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;G
27/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;G
28/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.08;186;200.88;Q
28/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.95;485;460.75;Q
28/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;1005;1005.00;Q
28/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.00;10;600.00;Q
28/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.00;2;120.00;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.06;1200;2472.00;Q
28/03/2023;HOLCIM ECUADOR S.A.;ACCIONES;3.00;58.00;2;116.00;Q
28/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.00;41;2460.00;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;4801;9602.00;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;464;951.20;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;548;1123.40;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;5199;10398.00;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;2385;4770.00;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;7194;14388.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;1;100.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;2;200.00;Q
28/03/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;100.00;2;200.00;Q
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;19692;39384.00;G
28/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.02;1930;1968.60;G
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;22200;44400.00;G
28/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;1200;2400.00;G
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;5000;10000.00;Q
29/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;19;19.00;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;3757;7664.28;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;4500;9000.00;Q
29/03/2023;CONCLINA C A  CIA CONJU CLINICO NACIONAL;ACCIONES;1.00;1.05;361;379.05;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;5000;10000.00;Q
29/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.01;20000;20200.00;Q
29/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.01;59976;60575.76;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;805;1610.00;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;917;1834.00;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;1000;2000.00;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;800;1640.00;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;15415;31600.75;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;10000;20500.00;Q
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;1360;2720.00;G
29/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;3328;3328.00;G
29/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;24841;24841.00;G
29/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.03;2000;4060.00;G
30/03/2023;BANCO BOLIVARIANO C.A.;ACCIONES;1.00;0.95;22000;20900.00;Q
30/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;2000;4100.00;Q
30/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.00;12;720.00;Q
30/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;1000;2040.00;Q
30/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;3751;7652.04;Q
30/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.00;40;2400.00;Q
30/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;3000;6120.00;Q
30/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;7382;15059.28;Q
30/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.85;211;179.35;Q
30/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;1454;2966.16;Q
30/03/2023;CERVECERIA NACIONAL CN S A;ACCIONES;1.00;60.00;17;1020.00;Q
30/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.00;40000;80000.00;Q
30/03/2023;BANCO BOLIVARIANO C.A.;ACCIONES;1.00;0.95;7000;6650.00;G
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;26164;53374.56;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;280000;574000.00;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;720000;1476000.00;Q
31/03/2023;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1.00;0.85;289;245.65;Q
31/03/2023;BANCO GUAYAQUIL S.A.;ACCIONES;1.00;1.00;438;438.00;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;2228;4567.40;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;1954;4005.70;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;1000;2050.00;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.03;24442;49617.26;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;500;1020.00;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;500;1025.00;Q
31/03/2023;BOLSA DE VALORES DE GUAYAQUIL;ACCIONES;1.00;1.00;73;73.00;Q
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.03;3150;6394.50;G
31/03/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.03;27066;54943.98;G
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;1522;3120.10;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;200;410.00;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;379;773.16;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;100;204.00;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;93;190.65;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;717;1469.85;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.04;965;1968.60;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;780;1599.00;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;1044;2140.20;Q
03/04/2023;CORPORACION FAVORITA C.A.;ACCIONES;1.00;2.05;1035;2121.75;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
03/04/2023;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100.00;98.00;1;98.00;Q
