fecha;emisor;porcentaje_precio;valor_nominal_usd;valor_efectivo_usd;fecha_emision;fecha_vencimiento;porcentaje_rendimiento;procedencia;observaciones
12/04/2022;HOTELES Y RESTAURANTES HORPAH C;97.4184;15451.54;15052.64;08/04/2022;27/07/2022;9.00;G;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
12/04/2022;HOTELES Y RESTAURANTES HORPAH C;97.4184;12039.61;11728.80;08/04/2022;27/07/2022;9.00;G;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
12/04/2022;INDUSTRIAL GEMINIS INDUGEM S.A;96.5717;25731.09;24848.95;05/04/2022;02/09/2022;9.00;G;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
12/04/2022;IMPVET IMPORTADORA VETERINARIA CIA LTDA;98.1689;9825.00;9645.09;02/03/2022;30/06/2022;8.50;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
12/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1307;17528.84;16850.60;08/04/2022;20/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
12/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1307;18989.09;18254.35;08/04/2022;20/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
12/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8543;7215.38;6916.25;04/04/2022;01/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
12/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.4553;17830.43;17198.39;04/04/2022;06/09/2022;9.00;Q;ACEPTANTE: CHEVAL DE SEMILLY CIA. LTDA. - RUC: 1791752481001                                                                                          
12/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.1128;42736.50;41075.23;12/04/2022;09/10/2022;8.00;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
12/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6480;17313.66;16560.17;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001
12/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1307;20449.34;19658.10;08/04/2022;20/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
12/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6480;11661.57;11154.06;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001
12/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6480;29061.32;27796.58;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
12/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6480;28124.31;26900.34;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001
12/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6480;11569.47;11065.97;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001
12/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0615;21611.70;20760.52;11/04/2022;23/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
12/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0615;22195.80;21321.61;11/04/2022;23/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
12/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.1128;10924.70;10500.03;12/04/2022;09/10/2022;8.00;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001
13/04/2022;ELECTRO INDUSTRIAL MICABAL SA;96.9227;997.24;966.55;22/03/2022;19/08/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
13/04/2022;ELECTRO INDUSTRIAL MICABAL SA;96.8523;1059.03;1025.69;23/03/2022;20/08/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
13/04/2022;ELECTRICA HAMT COMPAÑIA LIMITADA;96.8523;3829.92;3709.37;25/03/2022;22/08/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
13/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6709;54553.80;52192.11;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
13/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1538;19865.24;19101.19;08/04/2022;20/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
13/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0846;18989.09;18245.58;11/04/2022;23/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
13/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0846;20449.34;19648.66;11/04/2022;23/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
13/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.6099;7940.23;7671.05;13/04/2022;23/09/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
13/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6709;15580.79;14906.28;13/04/2022;10/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
13/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6709;15592.81;14917.78;13/04/2022;10/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
13/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3159;61519.29;59252.87;12/04/2022;14/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
13/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0384;56482.77;54245.16;12/04/2022;24/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
13/04/2022;VECTORQUIM CIA LTDA;95.5858;9758.47;9327.71;08/04/2022;05/10/2022;9.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
13/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2927;19934.74;19195.71;12/04/2022;14/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
13/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0154;45292.50;43487.76;12/04/2022;24/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
14/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2001;104915.55;100928.86;12/04/2022;19/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
14/04/2022;HOTELES Y RESTAURANTES HORPAH C;97.1345;15722.12;15271.61;12/04/2022;10/08/2022;9.00;G;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
14/04/2022;HOTELES Y RESTAURANTES HORPAH C;97.5134;1978.03;1928.84;06/04/2022;25/07/2022;9.00;G;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
14/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3623;15088.13;14539.27;04/04/2022;16/09/2022;9.00;G;ACEPTANTE: CHEVAL DE SEMILLY CIA. LTDA. - RUC: 1791752481001                                                                                          
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8773;4514.78;4328.65;05/04/2022;02/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8543;7478.35;7168.32;07/04/2022;04/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
14/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.1538;7500.00;7211.54;14/04/2022;11/10/2022;8.00;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
14/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0384;10568.25;10149.58;13/04/2022;25/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8543;5869.51;5626.18;07/04/2022;04/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8543;6535.95;6264.99;07/04/2022;04/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
14/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3159;19632.79;18909.50;12/04/2022;14/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8313;7103.10;6807.00;08/04/2022;05/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
14/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1307;21740.40;20899.21;13/04/2022;22/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
14/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1307;23552.10;22640.81;13/04/2022;22/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8313;7872.80;7544.61;08/04/2022;05/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;5757.23;5509.31;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
14/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0384;16909.20;16239.33;13/04/2022;25/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
14/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;62415.27;59727.53;13/04/2022;10/10/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
18/04/2022;ROQUIMIM SA;97.4421;4457.97;4343.94;01/04/2022;30/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
18/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7854;6151.69;5892.42;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
18/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7854;6224.08;5961.76;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
18/04/2022;SURGALARE SA;97.0089;26687.80;25889.54;18/04/2022;16/08/2022;9.25;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
18/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7854;6160.55;5900.91;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
18/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7854;13254.78;12696.15;12/04/2022;09/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
18/04/2022;VECTORQUIM CIA LTDA;95.7065;14397.75;13779.58;08/04/2022;05/10/2022;9.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
18/04/2022;IMPVET IMPORTADORA VETERINARIA CIA LTDA;97.8128;7982.81;7808.21;21/03/2022;19/07/2022;8.75;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
18/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.1128;5068.82;4871.78;18/04/2022;15/10/2022;8.00;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
18/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2464;24156.00;23249.28;12/04/2022;21/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
19/04/2022;FERRETERIA COMERCIAL FECO SA;97.9672;11720.73;11482.47;09/02/2022;09/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
19/04/2022;SURPAPELCORP S A;96.1333;11938.24;11476.62;18/04/2022;15/10/2022;8.00;Q;ACEPTANTE: INDUSTRIA CARTONERA ECUATORIANA S.A. - RUC: 0990027900001
19/04/2022;SURPAPELCORP S A;96.1333;31002.67;29803.89;18/04/2022;15/10/2022;8.00;Q;ACEPTANTE: INDUSTRIA CARTONERA ECUATORIANA S.A. - RUC: 0990027900001
19/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;98.1394;407584.00;400000.65;19/04/2022;19/07/2022;7.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
19/04/2022;IMPVET IMPORTADORA VETERINARIA CIA LTDA;97.8593;628.58;615.12;21/03/2022;19/07/2022;8.75;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
19/04/2022;IMPVET IMPORTADORA VETERINARIA CIA LTDA;98.5154;9540.00;9398.37;21/02/2022;21/06/2022;8.75;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
19/04/2022;MULTICOMERCIO PECUARIO MULTICOPEC;96.5277;1537.24;1483.86;11/03/2022;07/09/2022;9.25;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
19/04/2022;MULTICOMERCIO PECUARIO MULTICOPEC;96.2412;5883.10;5661.97;23/03/2022;19/09/2022;9.25;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
19/04/2022;SURPAPELCORP S A;96.1333;42903.50;41244.55;18/04/2022;15/10/2022;8.00;Q;ACEPTANTE: INDUSTRIA CARTONERA ECUATORIANA S.A. - RUC: 0990027900001                                                                                  
19/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;98.1394;5068.17;4973.87;19/04/2022;19/07/2022;7.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
19/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8084;7755.93;7430.83;11/04/2022;08/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
19/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8084;7292.20;6986.54;11/04/2022;08/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
19/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.9923;6609.31;6344.43;06/04/2022;03/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
19/04/2022;DREAMPACK ECUADOR SA;99.4915;35319.52;35139.92;13/04/2022;13/05/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
19/04/2022;DREAMPACK ECUADOR SA;99.5135;10700.97;10648.91;12/04/2022;12/05/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
20/04/2022;MULTICOMERCIO PECUARIO MULTICOPEC;95.9092;2171.42;2082.59;06/04/2022;03/10/2022;9.25;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;23631.30;22727.87;19/04/2022;26/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;10741.50;10330.85;19/04/2022;26/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3159;58578.30;56420.23;18/04/2022;20/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;11355.30;10921.18;19/04/2022;26/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;19928.70;19166.82;18/04/2022;25/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2927;16265.70;15662.69;19/04/2022;21/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2001;23552.10;22657.14;18/04/2022;25/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;17815.05;17133.97;13/04/2022;25/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;ELECTRO INDUSTRIAL MICABAL SA;97.7278;7538.02;7366.74;22/02/2022;22/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;22646.25;21780.48;18/04/2022;25/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;ELECTRO INDUSTRIAL MICABAL SA;97.0874;9641.16;9360.35;21/03/2022;18/08/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1076;22344.30;21474.58;18/04/2022;30/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;SURPAPELCORP S A;98.1394;20300.18;19922.48;19/04/2022;20/07/2022;7.50;Q;ACEPTANTE: INDUSTRIA CARTONERA ECUATORIANA S.A. - RUC: 0990027900001                                                                                  
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0846;22948.20;22049.68;18/04/2022;30/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2927;18720.90;18026.87;19/04/2022;21/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2927;19948.50;19208.96;19/04/2022;21/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2927;18720.90;18026.87;19/04/2022;21/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2927;20255.40;19504.48;19/04/2022;21/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.2927;19948.50;19208.96;19/04/2022;21/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.4088;28234.80;27220.82;19/04/2022;16/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;ECUADPREMEX SA;97.4659;21345.60;20804.68;04/04/2022;02/08/2022;9.00;Q;ACEPTANTE: ITALIMENTOS CIA. LTDA. - RUC: 0190340449001                                                                                                
20/04/2022;ECUADPREMEX SA;97.2999;11175.94;10874.18;11/04/2022;09/08/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
20/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.1538;10340.00;9942.31;20/04/2022;17/10/2022;8.00;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;23324.40;22432.70;19/04/2022;26/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;23017.50;22137.53;19/04/2022;26/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;19641.60;18890.69;19/04/2022;26/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1770;22096.80;21252.03;19/04/2022;26/09/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
20/04/2022;ECUADPREMEX SA;97.2999;5924.87;5764.89;11/04/2022;09/08/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
20/04/2022;ECUADPREMEX SA;97.6563;3057.74;2986.07;25/03/2022;23/07/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
20/04/2022;ECUADPREMEX SA;97.3236;17325.01;16861.32;08/04/2022;06/08/2022;9.00;Q;ACEPTANTE: ITALIMENTOS CIA. LTDA. - RUC: 0190340449001                                                                                                
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.8313;6510.68;6239.27;13/04/2022;10/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;12186.66;11661.88;18/04/2022;15/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;5997.69;5739.42;18/04/2022;15/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;6671.71;6384.41;20/04/2022;17/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;6729.33;6439.55;20/04/2022;17/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;6583.78;6300.27;20/04/2022;17/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;2637.07;2523.51;20/04/2022;17/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
20/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.6938;3015.27;2885.43;20/04/2022;17/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
20/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.1538;15925.41;15312.89;20/04/2022;17/10/2022;8.00;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
20/04/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.6904;3630.96;3510.79;20/04/2022;26/09/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
21/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1076;19324.80;18572.61;18/04/2022;30/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/04/2022;HOTELES Y RESTAURANTES HORPAH C;97.3710;12088.24;11770.44;20/04/2022;08/08/2022;9.00;Q;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
21/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.1076;20532.60;19733.40;18/04/2022;30/09/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;5322.89;5094.89;20/04/2022;17/10/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
21/04/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.0384;23324.40;22400.38;19/04/2022;01/10/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/04/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;7261.18;6950.16;20/04/2022;17/10/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
