fecha;emisor;porcentaje_precio;valor_nominal_usd;valor_efectivo_usd;fecha_emision;fecha_vencimiento;porcentaje_rendimiento;procedencia;observaciones
16/02/2022;INDUSTRIAL GEMINIS INDUGEM S.A;96.4320;22402.90;21603.57;14/02/2022;14/07/2022;9.00;G;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
16/02/2022;LIPROIN SA;96.5251;6744.72;6510.35;09/02/2022;09/07/2022;9.00;G;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
17/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.6702;30000.00;29001.07;17/02/2022;27/07/2022;7.75;G;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
17/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.6702;30000.00;29001.07;17/02/2022;27/07/2022;7.75;G;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
17/02/2022;LIPROIN SA;96.4553;6644.84;6409.30;14/02/2022;14/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
17/02/2022;ECUADPREMEX SA;99.3665;3816.42;3792.24;16/11/2021;16/03/2022;8.50;Q;ACEPTANTE: LIRIS S.A. - RUC: 0990865477001                                                                                                            
18/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7396;7370.50;7056.49;16/02/2022;15/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
18/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7396;6899.71;6605.75;16/02/2022;15/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
18/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7396;5414.49;5183.81;14/02/2022;13/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
18/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.9003;6464.88;6199.84;07/02/2022;06/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
18/02/2022;INDUSTRIAL GEMINIS INDUGEM S.A;96.5484;22199.73;21433.48;09/02/2022;09/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
18/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;98.8061;91000.48;89914.02;18/02/2022;19/04/2022;7.25;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
18/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;98.5222;43779.29;43132.31;18/02/2022;19/04/2022;9.00;Q;ACEPTANTE: LIRIS S.A. - RUC: 0990865477001                                                                                                            
21/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.9463;5348.01;5131.22;10/02/2022;09/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
21/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.9463;6757.40;6483.47;10/02/2022;09/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
21/02/2022;ECUADPREMEX SA;97.9992;4948.07;4849.07;14/01/2022;14/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
21/02/2022;ECUADPREMEX SA;97.9992;2333.44;2286.75;14/01/2022;14/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
21/02/2022;ECUADPREMEX SA;97.9992;343.88;337.00;14/01/2022;14/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
21/02/2022;ECUADPREMEX SA;97.9992;8646.00;8473.01;14/01/2022;14/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
21/02/2022;VECTORQUIM CIA LTDA;95.5617;23996.25;22931.22;17/02/2022;16/08/2022;9.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
21/02/2022;SURGALARE SA;97.0089;23723.13;23013.55;21/02/2022;21/06/2022;9.25;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
21/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7586;41451.30;40107.69;17/02/2022;05/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.8523;33874.64;32808.37;17/02/2022;01/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7820;20725.65;20058.70;17/02/2022;03/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2895;163839.60;157760.35;21/02/2022;19/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
21/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2297;48621.35;46788.16;21/02/2022;20/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
21/02/2022;HOTELES Y RESTAURANTES HORPAH C;97.4421;12313.40;11998.44;16/02/2022;06/06/2022;9.00;G;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
21/02/2022;DREAMPACK ECUADOR SA;99.5135;1276.25;1270.04;14/02/2022;16/03/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
21/02/2022;DREAMPACK ECUADOR SA;99.4695;37470.41;37271.63;16/02/2022;18/03/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
21/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7820;15216.31;14726.65;17/02/2022;03/07/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7118;17031.76;16471.72;17/02/2022;07/07/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
21/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7118;21250.35;20551.60;17/02/2022;07/07/2022;9.00;G;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
22/02/2022;ECUADPREMEX SA;97.4184;15406.19;15008.47;08/02/2022;08/06/2022;9.00;Q;ACEPTANTE: ITALIMENTOS CIA. LTDA. - RUC: 0190340449001                                                                                                
22/02/2022;VECTORQUIM CIA LTDA;95.6099;5759.10;5506.27;15/02/2022;12/08/2022;9.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
22/02/2022;VECTORQUIM CIA LTDA;95.6099;2559.60;2447.23;15/02/2022;12/08/2022;9.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
22/02/2022;HOTELES Y RESTAURANTES HORPAH C;97.4421;14473.76;14103.54;18/02/2022;08/06/2022;9.00;Q;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
23/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;98.7045;33076.20;32647.70;20/10/2021;18/04/2022;8.75;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
23/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;98.1595;40758.33;40008.18;22/02/2022;24/05/2022;7.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
23/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;25838.85;24732.09;22/02/2022;21/08/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;97.0638;19676.25;19098.52;22/02/2022;24/06/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;97.0638;13395.59;13002.27;22/02/2022;24/06/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;97.0638;14691.61;14260.24;22/02/2022;24/06/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.8992;20463.30;19828.78;22/02/2022;01/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.8289;13920.29;13478.86;22/02/2022;03/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.8054;20200.95;19555.61;22/02/2022;05/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7586;15216.31;14723.09;22/02/2022;07/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6417;17556.46;16966.86;22/02/2022;12/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6417;13133.24;12692.19;22/02/2022;12/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6417;20988.00;20283.16;22/02/2022;12/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6417;13657.94;13199.27;22/02/2022;12/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.5018;21775.05;21013.32;22/02/2022;17/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.5018;22310.24;21529.79;22/02/2022;17/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.5018;14444.99;13939.68;22/02/2022;17/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
23/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;36159.18;34810.28;23/02/2022;22/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
23/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;97.5610;5097.85;4973.51;23/02/2022;23/06/2022;7.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
23/02/2022;HIVIMAR SA;97.1817;44055.19;42813.60;18/02/2022;18/06/2022;9.00;G;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
24/02/2022;TADEC TECNICOS AGROPECUARIOS DEL ECUADOR;96.8523;7245.42;7017.36;02/02/2022;02/07/2022;9.00;Q;ACEPTANTE: INCUBADORA ANDINA S.A. - RUC: 1890138507001                                                                                                
24/02/2022;LIPROIN SA;96.5484;7109.22;6863.84;17/02/2022;17/07/2022;9.00;G;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
24/02/2022;ECUADPREMEX SA;97.4659;13440.77;13100.17;08/02/2022;08/06/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;ROQUIMIM SA;97.3473;3476.79;3384.56;14/02/2022;14/06/2022;9.00;G;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
24/02/2022;ECUADPREMEX SA;97.4659;16529.33;16110.46;08/02/2022;08/06/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;LIPROIN SA;96.4553;5156.27;4973.49;21/02/2022;21/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
24/02/2022;ECUADPREMEX SA;97.8826;9496.67;9295.59;21/01/2022;21/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;ECUADPREMEX SA;97.8826;2515.20;2461.94;21/01/2022;21/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;ECUADPREMEX SA;97.8826;2505.38;2452.33;21/01/2022;21/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;ECUADPREMEX SA;97.6801;8646.00;8445.42;28/01/2022;28/05/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;ECUADPREMEX SA;97.3473;13890.09;13521.63;11/02/2022;11/06/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;ECUADPREMEX SA;97.8826;8646.00;8462.93;21/01/2022;21/05/2022;8.75;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
24/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;6620.51;6336.93;23/02/2022;22/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001
24/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;14342.11;13727.79;23/02/2022;22/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
24/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;5550.40;5312.66;23/02/2022;22/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
24/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;6664.74;6379.27;23/02/2022;22/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
24/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7167;5346.53;5117.52;23/02/2022;22/08/2022;9.00;Q;ACEPTANTE: TOLKIEN S.A. - RUC: 0992645652001                                                                                                          
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.7709;8000.00;7741.68;24/02/2022;29/07/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;3509.00;3378.10;24/02/2022;23/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;98.1394;15284.38;15000.00;24/02/2022;26/05/2022;7.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;103779.12;99907.70;24/02/2022;23/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;10436.62;10047.29;24/02/2022;23/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;73081.53;70355.26;24/02/2022;23/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;24256.65;23351.77;24/02/2022;23/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;5977.74;5754.74;24/02/2022;23/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.3494;36076.42;34759.42;24/02/2022;19/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
24/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.4785;20463.30;19742.69;23/02/2022;20/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
24/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.4785;14429.26;13921.14;23/02/2022;20/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
24/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.4785;16795.65;16204.20;23/02/2022;20/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
24/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3623;14707.34;14172.33;23/02/2022;23/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
24/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6884;20200.95;19531.98;23/02/2022;10/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
24/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3623;22299.75;21488.56;23/02/2022;23/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
24/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3623;21775.05;20982.94;23/02/2022;23/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;DREAMPACK ECUADOR SA;99.4695;1576.58;1568.22;18/02/2022;20/03/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;97.1345;7617.34;7399.07;23/02/2022;23/06/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;DREAMPACK ECUADOR SA;99.4036;7047.18;7005.15;22/02/2022;24/03/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;97.1345;7092.64;6889.40;23/02/2022;23/06/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;ABSORPELSA PAPELES ABSORVENTES SA;95.7396;19363.63;18538.66;23/02/2022;22/08/2022;9.00;Q;ACEPTANTE: SURGALARE S.A. - RUC: 0992730048001                                                                                                        
25/02/2022;ECUADPREMEX SA;97.2053;13715.90;13332.59;18/02/2022;18/06/2022;9.00;Q;ACEPTANTE: ITALIMENTOS CIA. LTDA. - RUC: 0190340449001                                                                                                
25/02/2022;ECUADPREMEX SA;97.2053;12241.16;11899.06;18/02/2022;18/06/2022;9.00;Q;ACEPTANTE: ITALIMENTOS CIA. LTDA. - RUC: 0190340449001                                                                                                
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6184;12608.54;12182.16;23/02/2022;15/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6184;13920.29;13449.56;23/02/2022;15/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.5018;21512.70;20760.14;23/02/2022;20/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;REPAPERS RECICLAJE DEL ECUADOR SA;96.2696;20662.39;19891.59;25/02/2022;24/08/2022;7.75;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7118;14969.69;14477.46;23/02/2022;10/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7118;18577.71;17966.84;25/02/2022;10/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6184;22552.20;21789.57;25/02/2022;15/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.5018;14913.37;14391.67;25/02/2022;20/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3855;19899.00;19179.76;25/02/2022;25/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.7118;14429.26;13954.80;25/02/2022;10/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.6184;16533.30;15974.20;25/02/2022;15/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.3855;11034.44;10635.60;25/02/2022;25/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.9697;16455.15;15956.51;25/02/2022;30/06/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
25/02/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;96.8523;21490.92;20814.45;25/02/2022;05/07/2022;9.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
02/03/2022;DREAMPACK ECUADOR SA;99.5135;2314.19;2302.93;22/02/2022;24/03/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
02/03/2022;HIVIMAR SA;97.3473;38177.90;37165.15;18/02/2022;18/06/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
02/03/2022;DREAMPACK ECUADOR SA;99.4915;18314.27;18221.14;23/02/2022;25/03/2022;8.00;G;ACEPTANTE: AXIONLOG ECUADOR S.A. - RUC: 0992991178001                                                                                                 
02/03/2022;ROQUIMIM SA;97.6086;16643.37;16245.36;09/02/2022;09/06/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
02/03/2022;HOTELES Y RESTAURANTES HORPAH C;97.3473;7230.30;7038.50;01/03/2022;19/06/2022;9.00;G;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
02/03/2022;ASTRIVEN SA;96.6884;14154.46;13685.72;17/02/2022;17/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
02/03/2022;HOTELES Y RESTAURANTES HORPAH C;97.1345;15707.56;15257.46;01/03/2022;29/06/2022;9.00;G;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
02/03/2022;ELECTRICA HAMT COMPAÑIA LIMITADA;96.7586;283.16;273.98;14/02/2022;14/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
02/03/2022;HOTELES Y RESTAURANTES HORPAH C;97.4659;28257.87;27541.78;25/02/2022;15/06/2022;9.00;Q;ACEPTANTE: JUNTA DE BENEFICENCIA DE GUAYAQUIL - RUC: 0990967946001                                                                                    
02/03/2022;ELECTRICA HAMT COMPAÑIA LIMITADA;97.0167;11785.84;11434.24;03/02/2022;03/07/2022;9.00;Q;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
03/03/2022;INDUSTRIAL GEMINIS INDUGEM S.A;96.6000;15592.23;15061.32;22/02/2022;22/07/2022;9.00;G;ACEPTANTE: REPAPERS RECICLAJE DEL ECUADOR S.A. - RUC 0992800623001                                                                                    
03/03/2022;SURGALARE SA;97.2671;26698.58;25968.93;02/03/2022;30/06/2022;8.50;Q;ACEPTANTE: ABSORPELSA PAPELES ABSORVENTES S.A. - RUC: 1791353455001                                                                                   
03/03/2022;MOLSANDO MOLINOS SANTO DOMINGO SA;98.9881;20411.95;20205.41;22/12/2021;16/04/2022;8.00;Q;ACEPTANTE: ASOCIACION AGRICOLA LOS RIOS - RUC: 1291710642001                                                                                          
03/03/2022;ECUADPREMEX SA;99.7258;9551.13;9524.94;12/11/2021;12/03/2022;9.00;Q;ACEPTANTE: CORPORACION FERNANDEZ S.A. - RUC: 0992142618001                                                                                            
